,fileName,yam_pred,res_pred
48,043cb90dbe08ebe0c52442549df98e6f.wav,3,1
49,04706f4f72ba5e03721ac6aaabab5606.wav,3,5
50,04744fdaebbb4fe6113a9283d4c4963b.wav,5,4
51,047957c91abff4813524e7b8c1b2030a.wav,5,1
52,04939ffddd97737c4b9af40fa24bc30d.wav,0,4
53,04da3e38c9453da7828230fb122a792e.wav,5,1
54,04dbfbb8a0682b9afd0fd0d893be219f.wav,2,1
55,04efe656e94bf62f9cf2642b4845500a.wav,5,1
56,05184d6ebbc686e5c58a56abcf8a5045.wav,2,1
57,051b330278111b3287c456e1175ec9a6.wav,5,1
58,0530f0a615454813d5e40805a4c6aa8b.wav,2,1
59,054eaa59c0f977515e1decadadeaab3a.wav,5,4
60,05510dea9630eccef1eb63685499a81f.wav,1,5
61,056cb7f0f9ba6f4529af03a01dbce449.wav,5,4
62,057135fd7e2a3ef7fd694c022cd49cd1.wav,1,5
63,058f4fb07cbec531d965de09b87f63c7.wav,3,1
64,059b3bf88a935ad3193f47fc7e242b8e.wav,3,5
65,059fd6ec5854321476a01898d16cf26b.wav,4,5
66,05c3743ee253d283aa91268f8bc614eb.wav,1,5
67,05e1352a67802996f8b354a9b0cecba4.wav,5,4
68,05f331a02b13a7b52cb6addcc6a4e5b6.wav,5,1
69,062714614a4829439a787a3c53835564.wav,5,4
70,06314f593075dcb3d4ee40bd5c4a1877.wav,5,0
71,064dc28dba15004e4ed8c493a2f0d1a1.wav,5,4
72,0669621800e4fcec5c14e8acf63dcc76.wav,3,5
73,067093680a31ee5544e4788ea5b0b7f7.wav,5,1
74,068d60eeecff4547ed8a8e544eb0d132.wav,0,5
75,06d24e1fad15da7acd302d02ed14c68a.wav,1,5
76,06de1e2a7e27537fd4a5afc88dbeb575.wav,2,1
77,073088317e11f4da7f8b2615920b8ef7.wav,5,1
78,077b20425aa4e34a9a7f34ec4e268453.wav,2,1
79,07abe78162bc81ec9e9f8d870e361230.wav,1,2
80,07c4afa6f5e67942af7d748acb9af007.wav,3,5
81,07c8bd45b266f71a2280baea579fcb71.wav,5,1
82,07d2c2a3076f9921d7c0691f582080b1.wav,0,5
83,07f02cc54e1d67b098c1d10d13572e3d.wav,5,1
84,07f8c486136d3f7063191cb435147dee.wav,5,2
85,080502f7870e0d532814bf43263fa7c6.wav,5,1
86,0813ae2de7d3eb6508ebefff49185f1e.wav,4,5
87,082cf36c355007b637c4e47df6456c10.wav,1,5
88,0831790c2c4d2ebe5cda71bf95541177.wav,3,5
89,08460d92659bd1bf581886b3de8dd4ba.wav,5,1
90,085f7a09470b7ad92f30d3594609ddf0.wav,5,1
91,08752536b10d6080841f1f168ed0e8fd.wav,1,5
92,089d4ffbcd53f44cbf358f935ae612c8.wav,5,1
93,08ab267a8292b6b9e35a4f91c4fdbbec.wav,1,5
94,08ab47bd8bdc4f22ca5d4cb56909989b.wav,5,1
95,08baaaf1e9a18f6d2d8678ea24312352.wav,2,1
96,0911f9cd96bc434c325e5ee7d8d4f1da.wav,5,1
97,0933c8bf26cfba9f6ca8cf69102bf133.wav,4,5
98,0937e00799e37a684ac0a6c6174392a0.wav,2,1
99,094fc5e98a3955003ae5f6e7c48374a9.wav,4,5
100,09724f691f3984c848acc7ec947369ab.wav,5,4
101,097338649756d4404969382e22ac5e8b.wav,5,4
102,098448c00e7670461664c2b609bf83a2.wav,5,4
103,0984845c642980a65c7b5a7eee566060.wav,2,1
104,098c679c3b2b56125459ea444380ade8.wav,5,4
105,099704e3fafaa39e15199b91ca96a5ea.wav,3,5
106,09a686dffaf115ae80b8d686ae2d0480.wav,1,5
107,09b4f8a6078ffd048d80a4038338216e.wav,5,1
108,09c6a26f066f54dea9fbffca855c5043.wav,5,1
109,0a0430bf7d43ced1f1c340e2d401e317.wav,2,5
110,0a071f54a737e0fdbaf0f9fc4a1ce3d8.wav,1,5
111,0a073a7f3479abd98e32db502d562d8f.wav,5,4
112,0a20eb1c519ae020e0d391785c03c297.wav,0,5
113,0a22a53255cab342d2840706dc1fba16.wav,0,5
114,0a4f939cbe62c722652333d256f588c5.wav,5,1
115,0a54000ffa5af1874c1ca6f10edd2b08.wav,1,5
116,0a7c7eba08d1e53ef23b511356522bea.wav,5,4
117,0ad0981dfb5f818b0bcd76d39535d0aa.wav,5,1
118,0adf63edc99f1abd311ab7571aaba74d.wav,5,4
119,0af447e61e6e2d75fec0244fb954befc.wav,1,5
120,0b0cccef6c708f383c9750c112c28404.wav,2,5
121,0b1c298a8ffc831728af006e373a2dcc.wav,5,4
122,0b26735b57d725ff1e04c6579ed55c4d.wav,5,1
123,0b32f9c189546cfb17bf2f5c1603d52d.wav,5,4
124,0b48c25f916957944e76bc2f0cd5a335.wav,0,5
125,0b781b6d75fc09fb91d285ee4da0fcad.wav,5,4
126,0b7dac4c37fa8f9250501409c7ee433e.wav,1,5
127,0b8a83fc901b5c5e018a4d78d4cc861d.wav,5,1
128,0b95a4decee39315df1162a1cd1d82c0.wav,5,4
129,0ba3206c4d03c32c473f5f908263d7b3.wav,5,4
130,0ba766f413993ba200cdfcedba90982a.wav,1,5
131,0bc1b3078048b7db1278011eb97acb47.wav,5,4
132,0c2daa0ac1b2837443f36a8a56725a3f.wav,5,1
133,0cbd9981f0a6295208f43485a42f6dd9.wav,2,5
134,0cd352154eaba56bb4abc306e8086683.wav,5,4
135,0d0302c9ca56f855477ea204c24e5c6f.wav,0,5
136,0d24f7ae2e0be010636f58db3b85b5c8.wav,5,1
137,0d279fd45dafb1656bec2236363cda56.wav,1,5
138,0d37c6df5fbbb3c1fcaf63663769752a.wav,1,5
139,0d4c6ee1de1484a372ce79aead4990a6.wav,5,4
140,0d56107545c30fc29352eda2b4005813.wav,5,4
141,0d869966a2def34d64a600d40cf232f5.wav,3,5
142,0dde1d595b2092ed49bc4136066e3d1a.wav,3,5
143,0e0062cbfdcb2fa5bc6fd54bf69cc7a9.wav,5,4
144,0e1cca7473061df8d5627b639debae62.wav,5,4
145,0e442b95bd0e6d42a218009238228124.wav,5,4
146,0e5bf818af91d351fdc7da6b159233cf.wav,4,5
147,0e7cc61896336047bf59f663fdabf3e7.wav,5,4
148,0e837b840a8f115dc0ee71fd68a733e2.wav,2,1
149,0e8ded0ecc9ee3264a0f2169da0c47f0.wav,0,4
150,0ec3e83388a4ef9f28a237b6df86471a.wav,5,1
151,0ed427f735f1fd80e4db4f2fd498ed86.wav,5,4
152,0eda6761d290c5b190628b3de4f7c2b1.wav,5,1
153,0ee97027a0a2d36c688a5649869f1619.wav,5,4
154,0ef1f6f0db27a215e620e5fcd6e4b1ea.wav,2,1
155,0ef85e16e12213f71f2161232598b62d.wav,5,1
156,0f16d25ad12259de879b2d9097585836.wav,1,5
157,0f42ab6a035720397c0ad8da32678de7.wav,2,1
158,0f680b905c405c321d2e2c2060fd4b3d.wav,5,1
159,0f703dff0af2e531f5d8cf09cbb5a5b2.wav,1,5
160,0f7906f51829939f26592cb837e21b11.wav,2,1
161,0f87d5fd94f001ca1712ecebe3eaaf08.wav,2,1
162,0f9ea61f5d9552edc4bc7affdced3123.wav,5,1
163,0f9f0d5c3834e7c1d361db8349922435.wav,3,5
164,0fae4702e7c854f78acb57b0b3c6d6af.wav,5,1
165,0fd588480687c0b729088efeb9072249.wav,5,0
166,0fd8c431f4f31fdd30148563f31b0db1.wav,1,5
167,100ad03913b585547bbdc64d8ac3ed3b.wav,3,5
168,1019a11c6b5dcbafc6fd8b37ba1b75f2.wav,5,1
169,102d8ad5d418f64539e0e2cdc7266a19.wav,5,4
170,1041e8c75c03793d78293464146b47cf.wav,5,4
171,10ce0e52feda3620afd5f29f39278ea4.wav,5,1
172,10d76c7fc2ae1bf3baf3b19896c93172.wav,3,5
173,10e901d066b59fe7bcc4450541360b7f.wav,1,5
174,10ecf2d920d238f47a47261c74ab16de.wav,3,5
175,111643b082b8d36a2fb0e0366a142c37.wav,2,1
176,1135ccf327de0c4dc9e2ece20ce4b7a6.wav,5,1
177,113a4c68f355c1c57a1096edab8bbe6a.wav,2,1
178,1153bad3be76097279e3c9a0485fbbf1.wav,5,4
179,1156b16bc79f908e0ed9fdc313c0b636.wav,5,1
180,1178b8c8f8d7b7700fcdb01a1467f8b6.wav,5,1
181,1192eef2ba556242be279c9a91efef14.wav,5,0
182,11c68ad2d64c27c33c7b2489afdcfe0a.wav,2,1
183,11eb336aed48791b7cd2d0dcecbee34f.wav,4,5
184,11efee1dcc32ad3f97947e93c82c1cf4.wav,5,1
185,11fc6c1ca58c5c467732eb8798c7622d.wav,1,5
186,11fdac8c734ade43e1ae86cc43a2bc65.wav,2,5
187,1202c8da4dd816ba1a2c83c445661568.wav,2,1
188,124bf9b50fc99e4ac9b3db871803cec3.wav,3,5
189,12ae138904424ea4b956bd3f774f5bf8.wav,5,1
190,12c180547a477ade8489cb696557544a.wav,5,1
191,12e4b6b00eb02f4b8ea1ba62211ac7a0.wav,2,5
192,12ea52a9b6095a9c517b173aa25eb196.wav,0,5
193,12f79d6a6b664dbc63fa995f284acfed.wav,5,4
194,13028e90cc5616c6b50d66a3257a657f.wav,2,5
195,132fa1e0e4a6f1329688d35fd87af641.wav,1,5
196,133294f7eec8d870db878eca3cdcc24a.wav,5,1
197,135635b64c1752c4b9663f59ca0f89af.wav,3,5
198,136268ea3a738eb2303e925466d6471a.wav,2,1
199,138463c20a29e1504ddbe8e81be7ac76.wav,0,5
200,138b82235bb0f57f51cfe78e25a41d7c.wav,1,5
201,1390ba00a23cc2e139a78704311dbeec.wav,0,5
202,13a17189df455c6bf1cac7bb29c09972.wav,1,5
203,13b7bb9e0d703eaea86a833566b064eb.wav,1,2
204,13bd3ec4240769a0c64aa99fae4dab8e.wav,5,4
205,13c7fb694ae9bf0cb4a20168fe3c7569.wav,2,1
206,13db59b1c983bd8a71411b7ffede859e.wav,5,1
207,13ef1d6bb0f6b6c4154dbcd2f7c3c55b.wav,2,1
208,14078d6695a225acca05aef3f5376916.wav,5,4
209,140b5c0d3c3fdd0b6e297ad8065e7a4c.wav,1,5
210,140bd63af5dc08fdd9ca1144211b4196.wav,3,5
211,1411e7504a6b2c077b73b02d6c3721c7.wav,5,1
212,1416ee467e53e827bf3c441596864b56.wav,0,4
213,142f120fbf2da1ee9b19d36a1cf0bda7.wav,5,4
214,143d02b8068132275067496397e09d33.wav,5,4
215,14471ca5d710a8c108b7407377eae448.wav,0,5
216,1450a02c2d086a6ec48e681fd92d23e6.wav,5,4
217,1455b86c43600ab05ad6aca42e22517a.wav,5,4
218,145e15df884daa8ed4966f65c568fd7d.wav,2,1
219,1477e168ac465952ff2290b74d18fce8.wav,5,4
220,14aacbd1aaab34fba5eaa47167548e68.wav,4,5
221,14abbb59bf4e3a2ba42d359a9f2c8197.wav,3,5
222,14f55c536ac617457808d6d7590b0127.wav,4,5
223,1507edc36928fe382d050630f0d8a061.wav,2,1
224,153166c5ae10edc6c6c2705fee6e5d66.wav,5,2
225,15825e42ec65ae2353bfc3bb1cbc74cb.wav,2,1
226,15868262558ac220cf572ca8dade99f9.wav,5,1
227,159b62a162ca98090c89b63caf327155.wav,5,4
228,15a0ea9e8d9ea8ed6f94736451423bc4.wav,2,1
229,15e5c9caff42f7877d44cbc5c2e4fe30.wav,5,1
230,166f6cc8264f29192ade7113616837da.wav,2,5
231,1697c3fde40ed9df74f6f03dfad2b015.wav,5,1
232,16a04a9bee07721e493dc4cf2018118b.wav,5,1
233,16aa3b492c91b5275d2985a1739679d5.wav,5,1
234,16aa843862fdac666cfdec8ab72313bf.wav,5,4
235,16ce2c7fac12d2317514ea7fea340ec8.wav,5,4
236,16d872add4293b519da984b1c8025fa1.wav,1,5
237,16d9b6522f03d6fdfe550734ccaaaf57.wav,1,5
238,17075835f4108277acf58b77ab4fa152.wav,5,1
239,170e722b7481128acdd5318aa50532b4.wav,3,5
240,1712615b63bc08b803b7e979d3c769b6.wav,2,1
241,17300a889a02a5c04598ddd70c17fc34.wav,2,1
242,1734e4a4e787a2660ac029d0723568f6.wav,5,1
243,173657bbf4a8379595063de5984b22cf.wav,5,1
244,175ae44d20a6069edb524095cf54578b.wav,1,2
245,177b55bfba5a78a7c93242e61758e894.wav,3,5
246,177ec5132f5986cdd2843d3d16cb5816.wav,5,4
247,17825727fc699c99f44be273d5a42999.wav,5,1
248,17c4caf765a136905df980e2b205ae4f.wav,1,5
249,17d931db3d06be6ffc4d97e460f76794.wav,5,4
250,17f88526319f83aca58a1255d4fa1581.wav,1,2
251,1813e39a91d2a53a09f81224abfa7564.wav,5,4
252,181592a45978f6d682991abf77248cd7.wav,1,2
253,18303eab5064d7cb105abe7e796bc900.wav,2,1
254,18517965dfb6b72974ffd49f795665aa.wav,5,1
255,187d0666411c02b8ec90c3b512afa4bd.wav,5,1
256,1897489d7591b0f78f108413d9c989e7.wav,5,4
257,18a17515d90e8590d29c291b0fa532ee.wav,2,1
258,18bb5f223b3d5792c7e7027e49f2c228.wav,2,1
259,18e61ea7ddb19bed1d1262412232f1e9.wav,5,1
260,18e777b7bf078daadf776e4f2043f479.wav,3,1
261,1900f8e2f147546dd067014b5b5b617f.wav,4,5
262,1904a635928c10bca7f70ec0b3a9ea38.wav,2,1
263,191c2c6a3952aa06b9d595355fbfb3b6.wav,5,1
264,197a5cb38a0db3840f741b295c75543d.wav,5,1
265,197b4548c6969a1230bdc06245dd3cf9.wav,1,5
266,19805f2cd2e9492c8a5b621c8f07d898.wav,5,1
267,19868fe61f5c806b3e551516b7b09dae.wav,5,1
268,1987928c9c027c5472227e04f60a08ba.wav,5,4
269,1997e2a528db64c4597c4637aacb737c.wav,5,1
270,19bd806f1db255a9b100397ca80b0e2c.wav,5,1
271,19c0ae4c26ccbe3756b171f77644d01c.wav,5,4
272,19c795d62124a764831143562e2b4b0e.wav,5,1
273,19c9afbbc97d2db5504faf757893df4c.wav,3,5
274,19d1301a329dde4b4b7848f96804e802.wav,3,5
275,19d7e8d121d1f73daff97132fc973d4e.wav,2,1
276,19e3d12e181244bae2d97e8927dbf2b9.wav,1,2
277,19e51cb432914cfca68696e8b559224b.wav,5,1
278,1a02013ccde8f9ce1e71d29a454bd29d.wav,5,1
279,1a0ee3779cc1814ddce449ba80be832a.wav,1,5
280,1a2ea7155ae84a3f16df224596767d86.wav,2,1
281,1a406fb3cbbe3eaa67d2b25d95f6cb82.wav,0,4
282,1aa4f35a1db1aa8724167855a3303f4c.wav,5,2
283,1ab91380d16aaec08c5b7d7ea559e73a.wav,1,2
284,1af531ff769d2f28035384fcf7a1a51f.wav,0,5
285,1af7eba313e82ab982f79127231aefac.wav,1,2
286,1b102ab3b2cb0fe01f52fb611b0b505f.wav,5,4
287,1b31481ff5656c4fad3d4b57b876f647.wav,1,5
288,1b4c58e59cb57f62e04fc3086657b9b3.wav,5,4
289,1b4eee651e2cbac4b8c4da55545fe772.wav,5,4
290,1b54898aa74b55edba53bedad8dbd0db.wav,5,4
291,1b5d3243853189429e964ac3cc2c5927.wav,5,0
292,1b6d1f70da2dbf0d04a296e8088f7017.wav,5,4
293,1b6ed847edce8c4f7c7e128b91310906.wav,5,1
294,1b8e8285651fbcadfdfab267961b1bbe.wav,5,4
295,1b928c5d71454e915f3137c6273469cd.wav,1,5
296,1b935d80ec14089a26a892ab83e02b74.wav,1,5
297,1bc9000aaee83a6e0bc26180bfa123d0.wav,4,5
298,1bfe0e86cfd0304110bc0cdb9eb2fc8a.wav,3,5
299,1c170d032d1b8dfab0238e2d0eb33271.wav,3,5
300,1c332889d6330f3c2deae385a2697c2f.wav,5,1
301,1c339e1475beff0c3fbbb42b384e1b47.wav,5,0
302,1c39629ae07f9e4f26f7049fd6e8ddbe.wav,2,1
303,1c456822ab172f4212899de369364435.wav,1,2
304,1c4e520e7e43ecc69d582ecda28a6a63.wav,2,1
305,1c533f8ab012c0509cb1e59a19bd40eb.wav,1,5
306,1ca5a6452846b37b055e7200c836143d.wav,2,1
307,1cb67d865665074a39f75ca063821292.wav,2,1
308,1cd4c5cf70929aa562a5df6e1e69ae1d.wav,4,5
309,1d019216cc024f1b749f00f9115d9a16.wav,2,1
310,1d1c5aabc2d3250e085419d2e618f223.wav,4,5
311,1d2b78f82a06207b5abea69118f878ae.wav,3,1
312,1d55c11d624e53d737ee8fbfebd3ae51.wav,0,5
313,1d7802ac7334494cc71b8613fa2ab75d.wav,1,5
314,1d7b688345eb29c9f8d3f87b1c2c6967.wav,3,5
315,1d9819da21238a272c8b370b5f5810a2.wav,5,0
316,1d9b1a97e279305a099ece50a89f2b3d.wav,5,0
317,1db9b9a0ef9901601f3c90e395378d17.wav,5,4
318,1dc6773c36b1bc8a2ff1ff3cbdf5558c.wav,3,5
319,1de97fff6fccb69b92d01eaba0ece81a.wav,3,1
320,1de9dd7da6e95d3f84aea1b05685f39d.wav,5,4
321,1decd701a4574a0c8c164485e135b08c.wav,5,4
322,1dfdcb6acbb04f533a179d6eaa85acbc.wav,5,1
323,1e00f702b0b887103cea4a2f0dd3b3bc.wav,1,5
324,1e02ca6ffdfa1f0307d9ec005bcccb50.wav,5,1
325,1e122f7cc03fd964e87dfce329edce6d.wav,4,5
326,1e16651cfc65c0889c0ca65c359ea546.wav,4,5
327,1e1890429e0af03e1784dffb4db33f4b.wav,5,4
328,1e312b976fabb66b0a4fc9b8fd1c17df.wav,5,1
329,1e58b1315893dfdaaee3d69d740cf27b.wav,1,5
330,1e6e9fd7b48b64791183111042b3cdae.wav,1,5
331,1e7c65b2d19eb3632cf103b6b2fc1636.wav,5,4
332,1e80c2d625073f5a1bcb40d0b243311c.wav,5,4
333,1ec03216e5ecf9f25aa85e12c9f6e754.wav,4,5
334,1ecc596a0aa120efb5ab403a1e6d9c30.wav,5,1
335,1ed4c7f11bac7fc1e53203046816dcad.wav,5,1
336,1ef91ad5e1f9d2d60bc2ffcc47db2f6a.wav,5,1
337,1f1c7f73e40696899860e86830843bac.wav,1,5
338,1f39620a3a55fa9320f0984b5996b7d8.wav,5,4
339,1f48db279f3ff939f7fb8da95f8b3089.wav,5,1
340,1f4cebd75f12d9e51ab8b8dcec3155b9.wav,5,1
341,1f588143d6c6f7b942d2712394cad6ba.wav,5,4
342,1f6342ee74e13a6088a04a2927b11e76.wav,5,0
343,1f9397f7ebe762f8e9e04077f528583e.wav,3,1
344,1fc979027be9de8e0dc96a4cbe9ff5f0.wav,5,1
345,1fd058fb5ca04d30eea8997f4cd46d2a.wav,1,5
346,1fe0350ac789cb342e5c2961b3a654d8.wav,5,4
347,1ff348e5abdac9ddb32f600363033ec1.wav,5,1
348,201a873286d27c0f2c85fa1b61babba5.wav,5,1
349,20351f25c470acc2fde68753425ff024.wav,3,2
350,20492625875c496064e85c7ecc4f4f10.wav,5,1
351,20746e8783290b40513d149b2473fbe2.wav,0,4
352,2076b023f2cee3244d64ef772e1de0e6.wav,4,5
353,207d06c5f62445e2a2d6e7d9535920b0.wav,2,1
354,208187672c4d4e4267d650f32ea1cf74.wav,1,2
355,208d2bc3357b0361b7dc989bcdccf168.wav,1,5
356,20a979c7366071a6fec249c836413ef2.wav,5,1
357,20abe0207a6c9e9c79ac367a09805fab.wav,4,5
358,20ae3f6d6511d6957174c09e1273ccbe.wav,5,4
359,20c069719f71a49e2ba741a5bac4fe91.wav,5,4
360,20c2750cb260732756ca17c310ddd463.wav,5,1
361,20d141373cb825c5de5db826adfb1e4b.wav,2,1
362,20dc984b318b398e61d0c5d75574ad1c.wav,4,5
363,20e943a9a463bc91b1915922339d2024.wav,1,5
364,2120867554dc23364a61d8ab1a5f4654.wav,5,4
365,2132065ece5dc0b232f14c0cd182867d.wav,4,5
366,2137f4e64ecfae80866794d887975a4c.wav,2,1
367,214eeb05731f8c1ea4d5f78a2c2a4a8a.wav,5,4
368,215dc9a6c6659858d0f33523739f7201.wav,5,4
369,2176b7cf70a068274ae54b2c80db8afc.wav,5,1
370,219dff51e9977896c211cc7c6b95094a.wav,5,4
371,21a31eb073267d23f1f102087814e1b7.wav,5,0
372,21cb64a6e2e7824b30e84ed6a691e58d.wav,5,4
373,21fa40690419295f5f8794a95e2923f6.wav,3,5
374,2205e555b2aeecc177b8809fe4043314.wav,5,4
375,2206200d3ea5b7a344f7bc29bd98e144.wav,4,5
376,2210184a3463ed6964fba39565442700.wav,3,1
377,2214b582152e2166f81197197ed9adfd.wav,4,5
378,22227e5695e4fc4163f7efa31c64ba8b.wav,2,1
379,222d1eb862e7cfc966dcc3d5093f5a5a.wav,5,4
380,222e4cbf1451f2b8f1aad6cf6a5a10fe.wav,0,5
381,2234c975dd5028ffbfe8bd1ec5bf69e1.wav,1,2
382,2245b05ede0f8e48eca2241a1e17ee1e.wav,5,4
383,2257a6d0bfbd26996703acb34ea2411b.wav,5,0
384,225f4ba541d70b62900fd4426fad235f.wav,1,5
385,22719acbc437bc4059853023fe06fc55.wav,5,0
386,22810b46dcf7e143ea0b3b59a09c5d05.wav,2,1
387,22a384af0ba59612e6d5a3c864bd7c65.wav,1,5
388,22b3764a032bba34279e8b48eb1d0d69.wav,2,1
389,22be3dea8f661154640088ccf0e3ec53.wav,5,1
390,22c28f7b777eef61be8afc0a3a1c101d.wav,5,4
391,22cdeddce044eb4c01fe6b98f549706e.wav,5,1
392,22d699d232901e18c69c1c8f323b51ee.wav,4,5
393,22e0761ab2ecc9011cdc4028bf632370.wav,3,5
394,22eb452eb759e5ccc758802facce0647.wav,2,1
395,23094476964cf727dd5ba1c3a50b97d0.wav,1,5
396,23103d26cccc18ca90822a53122c9d5b.wav,2,1
397,2315fb3efa91aba9fa81e560d3ae68b3.wav,5,1
398,2325cf98253c162e220e2ea4b62b2770.wav,5,4
399,232b0b18bb01da9bd0375b0618d1650f.wav,4,5
400,236b4cce15c21a617c98709220f6b472.wav,0,4
401,23755f35f063c525e90498e3fa1cee85.wav,5,0
402,23a271ce22be82efd24ef90da0d58bcf.wav,0,5
403,23b5de7b1907ac522ec5c0a3f153dcd4.wav,2,1
404,23ed54e8e216938d02fb6ae5eeda30e5.wav,1,5
405,23f2ae419100a0702ff4190b1a6e2c9a.wav,1,2
406,23f8b2b9617c3207704d25353dacfbe9.wav,5,1
407,24112e6f63bddffb5bb34da075ef004c.wav,5,0
408,2430ce5e2d6d4346df992f3f85530b14.wav,2,5
409,24343e327e5ddf84709b46a9b198f3d4.wav,5,4
410,24452c7255d65126a7e36a980160d0d1.wav,1,5
411,245ded87b3ef63d6de5da5f138e4263d.wav,5,1
412,24701cd558100d5448947330c020a9d7.wav,5,1
413,24820f9df334d277834dc6bf751e6186.wav,5,4
414,249f1674598f681cc47d2b5a54644c8e.wav,0,5
415,24b3fd5c144e47cbaa5d3800ce636935.wav,5,4
416,24d409421d558af745371d01a4c4ae17.wav,5,1
417,24da7f4031f63899465325f07e268c0b.wav,5,1
418,25166930b77e8b8d8ff30c3c25dac362.wav,5,1
419,2527da1de70853ac726b06c3b2747b05.wav,5,2
420,254ebb4d4d0805e58ae1d083a7bf7f63.wav,5,1
421,25515e461279ce4ee018d34d4f219e14.wav,5,4
422,25526d484473e9687d60635122a29039.wav,5,2
423,255fcd440694d89434a1dac6adb4b85d.wav,5,4
424,258206bca08a30095abc4948ed0c3d7e.wav,3,5
425,2595ca79772fbfb01090cc546ab8f624.wav,1,5
426,25985340dcd0fb686fb0a436b96375aa.wav,3,1
427,25a5f48b078ef99f0a46ac1171096474.wav,1,5
428,25c5b79c2a46623d9ae29bb6bcafe2b2.wav,5,4
429,25e5faf4692b3c36b9a5d8bc3ad26439.wav,4,5
430,25f8f7238876b513cdd669ef29dac28d.wav,5,4
431,2601271eeaa08bc9084351f021883d9f.wav,5,4
432,261035d0b5989e2798d447b5ea16950f.wav,5,4
433,262264a0d0402c52e4385d554e64fd80.wav,3,1
434,2640823e666e86d315d524a2257abb8e.wav,5,4
435,264c1f404898c909d31e82d95e39d198.wav,3,1
436,26c1957e7ea55dbc6b6b2a626c88ae37.wav,5,1
437,26c57a6f626562c36686540979c1d679.wav,4,5
438,26e92c7955dbcb36debabb67ad349995.wav,5,4
439,26f02fa0ea4b69be5454b41f0a3edb13.wav,2,1
440,26f9e4aa8feb2282d2b4d82eb6b56130.wav,5,1
441,2718a65347f7a01fb71f2a4c3397781e.wav,5,1
442,271f949be18a0b974b6a6df026e85f7b.wav,5,1
443,2762064dce7d1ac38a7b0913dd6c6361.wav,2,1
444,277d995a944ad30e2a3abf7d7c9f4188.wav,5,4
445,27865473311f63d18e3b87af967ef008.wav,5,4
446,279352773899ed219212ef473f7c11af.wav,5,1
447,279566df888e95a106c950db47225676.wav,2,5
448,27c28e3738a0914d1c5bfbbbf54e2e62.wav,0,4
449,27d80b120c8bf638d5463afceb7d46ff.wav,5,1
450,27f73985954320bb686bfe9bd0cfbc3e.wav,5,0
451,27fada26a50543c44373f0b89e0e34b5.wav,1,2
